 Elapsed time	      I	     II	    III	    aVR	    aVL	    aVF	     V1	     V2	     V3	     V4	     V5	     V6
         20.182	  0.004	  0.018	  0.013	 -0.011	 -0.004	  0.015	  0.003	  0.047	  0.084	  0.063	  0.033	  0.015
         20.184	  0.005	  0.018	  0.013	 -0.011	 -0.004	  0.015	  0.002	  0.046	  0.083	  0.064	  0.033	  0.015
         20.186	  0.005	  0.018	  0.013	 -0.011	 -0.004	  0.016	  0.002	  0.046	  0.083	  0.063	  0.033	  0.015
         20.188	  0.005	  0.018	  0.013	 -0.011	 -0.004	  0.015	  0.002	  0.046	  0.082	  0.063	  0.033	  0.015
         20.190	  0.005	  0.018	  0.013	 -0.011	 -0.004	  0.016	  0.002	  0.045	  0.082	  0.062	  0.033	  0.015
         20.192	  0.005	  0.018	  0.013	 -0.012	 -0.004	  0.017	  0.002	  0.045	  0.081	  0.062	  0.033	  0.015
         20.194	  0.005	  0.019	  0.013	 -0.012	 -0.004	  0.016	  0.001	  0.045	  0.081	  0.062	  0.032	  0.015
         20.196	  0.005	  0.019	  0.013	 -0.013	 -0.004	  0.017	  0.001	  0.044	  0.081	  0.062	  0.033	  0.015
         20.198	  0.005	  0.019	  0.013	 -0.012	 -0.004	  0.016	  0.000	  0.044	  0.080	  0.061	  0.033	  0.015
         20.200	  0.005	  0.019	  0.013	 -0.013	 -0.004	  0.016	  0.000	  0.043	  0.080	  0.061	  0.032	  0.015
         20.202	  0.005	  0.019	  0.013	 -0.012	 -0.004	  0.017	 -0.001	  0.043	  0.079	  0.061	  0.032	  0.016
         20.204	  0.005	  0.019	  0.013	 -0.012	 -0.004	  0.017	 -0.001	  0.043	  0.079	  0.061	  0.032	  0.015
         20.206	  0.006	  0.019	  0.013	 -0.013	 -0.004	  0.017	 -0.001	  0.042	  0.078	  0.060	  0.033	  0.015
         20.208	  0.006	  0.019	  0.013	 -0.013	 -0.004	  0.017	 -0.002	  0.041	  0.077	  0.060	  0.032	  0.015
         20.210	  0.005	  0.019	  0.013	 -0.013	 -0.004	  0.016	 -0.002	  0.041	  0.076	  0.059	  0.032	  0.015
         20.212	  0.005	  0.019	  0.013	 -0.013	 -0.004	  0.017	 -0.003	  0.040	  0.075	  0.058	  0.032	  0.015
         20.214	  0.005	  0.019	  0.013	 -0.013	 -0.004	  0.016	 -0.003	  0.038	  0.074	  0.058	  0.031	  0.015
         20.216	  0.006	  0.020	  0.013	 -0.013	 -0.004	  0.016	 -0.003	  0.038	  0.073	  0.057	  0.031	  0.015
         20.218	  0.006	  0.019	  0.013	 -0.013	 -0.003	  0.017	 -0.004	  0.037	  0.071	  0.056	  0.030	  0.015
         20.220	  0.006	  0.019	  0.013	 -0.013	 -0.004	  0.017	 -0.004	  0.036	  0.070	  0.056	  0.030	  0.015
         20.222	  0.006	  0.019	  0.013	 -0.013	 -0.004	  0.016	 -0.004	  0.035	  0.069	  0.054	  0.029	  0.015
         20.224	  0.006	  0.019	  0.013	 -0.013	 -0.003	  0.015	 -0.005	  0.035	  0.069	  0.053	  0.029	  0.015
         20.226	  0.006	  0.018	  0.013	 -0.013	 -0.004	  0.015	 -0.005	  0.034	  0.066	  0.053	  0.029	  0.015
         20.228	  0.007	  0.019	  0.012	 -0.013	 -0.003	  0.016	 -0.005	  0.033	  0.066	  0.051	  0.028	  0.014
         20.230	  0.007	  0.018	  0.013	 -0.013	 -0.003	  0.015	 -0.005	  0.032	  0.064	  0.050	  0.028	  0.014
         20.232	  0.007	  0.018	  0.011	 -0.013	 -0.003	  0.015	 -0.005	  0.031	  0.062	  0.049	  0.027	  0.014
         20.234	  0.006	  0.018	  0.011	 -0.013	 -0.003	  0.015	 -0.005	  0.029	  0.060	  0.048	  0.026	  0.013
         20.236	  0.006	  0.018	  0.011	 -0.012	 -0.003	  0.015	 -0.006	  0.029	  0.059	  0.046	  0.025	  0.013
         20.238	  0.006	  0.017	  0.011	 -0.012	 -0.002	  0.015	 -0.006	  0.028	  0.058	  0.045	  0.025	  0.013
         20.240	  0.006	  0.017	  0.011	 -0.012	 -0.003	  0.014	 -0.005	  0.027	  0.056	  0.044	  0.025	  0.012
         20.242	  0.006	  0.017	  0.010	 -0.011	 -0.003	  0.013	 -0.006	  0.026	  0.054	  0.043	  0.024	  0.012
         20.244	  0.006	  0.017	  0.011	 -0.011	 -0.002	  0.013	 -0.006	  0.026	  0.053	  0.042	  0.023	  0.012
         20.246	  0.006	  0.016	  0.010	 -0.011	 -0.003	  0.013	 -0.006	  0.025	  0.051	  0.041	  0.022	  0.011
         20.248	  0.005	  0.015	  0.010	 -0.011	 -0.002	  0.013	 -0.006	  0.024	  0.050	  0.040	  0.022	  0.011
         20.250	  0.005	  0.015	  0.010	 -0.010	 -0.003	  0.013	 -0.006	  0.024	  0.049	  0.038	  0.021	  0.011
         20.252	  0.005	  0.015	  0.009	 -0.010	 -0.002	  0.012	 -0.005	  0.023	  0.048	  0.037	  0.021	  0.011
         20.254	  0.005	  0.014	  0.009	 -0.009	 -0.002	  0.011	 -0.005	  0.022	  0.046	  0.036	  0.020	  0.010
         20.256	  0.005	  0.013	  0.009	 -0.009	 -0.002	  0.011	 -0.005	  0.021	  0.045	  0.035	  0.019	  0.010
         20.258	  0.005	  0.013	  0.009	 -0.009	 -0.002	  0.011	 -0.004	  0.021	  0.043	  0.035	  0.019	  0.009
         20.260	  0.005	  0.013	  0.009	 -0.009	 -0.002	  0.011	 -0.004	  0.021	  0.043	  0.034	  0.018	  0.010
         20.262	  0.005	  0.013	  0.009	 -0.009	 -0.002	  0.011	 -0.004	  0.020	  0.042	  0.033	  0.018	  0.009
         20.264	  0.004	  0.013	  0.008	 -0.008	 -0.002	  0.011	 -0.004	  0.021	  0.041	  0.032	  0.018	  0.009
         20.266	  0.004	  0.011	  0.008	 -0.009	 -0.002	  0.009	 -0.004	  0.019	  0.040	  0.032	  0.018	  0.009
         20.268	  0.004	  0.011	  0.008	 -0.007	 -0.002	  0.009	 -0.003	  0.019	  0.038	  0.031	  0.017	  0.009
         20.270	  0.004	  0.011	  0.007	 -0.007	 -0.002	  0.009	 -0.003	  0.019	  0.038	  0.029	  0.017	  0.008
         20.272	  0.003	  0.011	  0.007	 -0.007	 -0.002	  0.009	 -0.003	  0.019	  0.037	  0.029	  0.016	  0.009
         20.274	  0.003	  0.010	  0.007	 -0.006	 -0.002	  0.009	 -0.002	  0.019	  0.036	  0.029	  0.016	  0.008
         20.276	  0.003	  0.010	  0.007	 -0.006	 -0.002	  0.009	 -0.002	  0.019	  0.036	  0.029	  0.015	  0.007
         20.278	  0.003	  0.009	  0.006	 -0.006	 -0.002	  0.009	 -0.002	  0.018	  0.035	  0.028	  0.015	  0.007
         20.280	  0.003	  0.009	  0.006	 -0.005	 -0.002	  0.008	 -0.001	  0.019	  0.035	  0.028	  0.015	  0.007
         20.282	  0.002	  0.009	  0.006	 -0.005	 -0.002	  0.007	 -0.001	  0.018	  0.035	  0.027	  0.015	  0.007
         20.284	  0.003	  0.009	  0.006	 -0.005	 -0.002	  0.007	 -0.001	  0.018	  0.034	  0.026	  0.014	  0.006
         20.286	  0.002	  0.008	  0.006	 -0.005	 -0.002	  0.007	  0.000	  0.018	  0.034	  0.026	  0.015	  0.006
         20.288	  0.002	  0.008	  0.006	 -0.005	 -0.002	  0.007	  0.001	  0.018	  0.033	  0.025	  0.013	  0.006
         20.290	  0.002	  0.008	  0.006	 -0.005	 -0.002	  0.006	  0.001	  0.018	  0.033	  0.025	  0.013	  0.006
         20.292	  0.002	  0.007	  0.005	 -0.004	 -0.002	  0.007	  0.001	  0.018	  0.033	  0.025	  0.013	  0.006
         20.294	  0.002	  0.007	  0.006	 -0.004	 -0.002	  0.007	  0.002	  0.018	  0.032	  0.025	  0.013	  0.006
         20.296	  0.002	  0.007	  0.006	 -0.004	 -0.002	  0.006	  0.002	  0.018	  0.032	  0.025	  0.013	  0.006
         20.298	  0.001	  0.007	  0.006	 -0.004	 -0.002	  0.006	  0.002	  0.018	  0.032	  0.025	  0.013	  0.006
         20.300	  0.001	  0.007	  0.006	 -0.004	 -0.002	  0.006	  0.002	  0.018	  0.032	  0.025	  0.013	  0.005
         20.302	  0.001	  0.006	  0.006	 -0.004	 -0.003	  0.006	  0.002	  0.018	  0.032	  0.024	  0.013	  0.005
         20.304	  0.001	  0.006	  0.005	 -0.004	 -0.003	  0.006	  0.003	  0.018	  0.031	  0.024	  0.013	  0.006
         20.306	  0.001	  0.006	  0.006	 -0.004	 -0.003	  0.005	  0.003	  0.018	  0.031	  0.024	  0.013	  0.005
         20.308	  0.001	  0.006	  0.005	 -0.004	 -0.003	  0.006	  0.003	  0.018	  0.031	  0.024	  0.012	  0.005
         20.310	  0.000	  0.006	  0.005	 -0.004	 -0.003	  0.006	  0.003	  0.018	  0.030	  0.024	  0.012	  0.005
         20.312	  0.001	  0.006	  0.005	 -0.003	 -0.003	  0.006	  0.003	  0.018	  0.030	  0.024	  0.012	  0.005
         20.314	  0.001	  0.006	  0.005	 -0.004	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.024	  0.012	  0.005
         20.316	  0.001	  0.006	  0.005	 -0.003	 -0.003	  0.006	  0.004	  0.018	  0.030	  0.024	  0.012	  0.005
         20.318	  0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.003	  0.018	  0.030	  0.024	  0.012	  0.005
         20.320	  0.000	  0.005	  0.005	 -0.003	 -0.002	  0.005	  0.004	  0.018	  0.030	  0.024	  0.012	  0.005
         20.322	  0.000	  0.006	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.024	  0.012	  0.006
         20.324	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.326	  0.000	  0.006	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.328	  0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.330	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.332	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.011	  0.005
         20.334	  0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.024	  0.012	  0.005
         20.336	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.338	 -0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.340	 -0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.022	  0.012	  0.005
         20.342	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.344	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.346	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.011	  0.005
         20.348	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.022	  0.012	  0.005
         20.350	 -0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.011	  0.005
         20.352	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.354	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.022	  0.012	  0.005
         20.356	 -0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.022	  0.011	  0.005
         20.358	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.012	  0.005
         20.360	 -0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.023	  0.011	  0.005
         20.362	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.022	  0.011	  0.005
         20.364	 -0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.023	  0.011	  0.005
         20.366	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.022	  0.011	  0.005
         20.368	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.023	  0.011	  0.005
         20.370	  0.000	  0.005	  0.004	 -0.002	 -0.003	  0.005	  0.004	  0.018	  0.030	  0.022	  0.011	  0.005
         20.372	  0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.022	  0.012	  0.005
         20.374	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.022	  0.011	  0.005
         20.376	  0.000	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.022	  0.011	  0.005
         20.378	  0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.004	  0.018	  0.029	  0.022	  0.011	  0.005
         20.380	  0.001	  0.005	  0.005	 -0.003	 -0.002	  0.005	  0.003	  0.018	  0.029	  0.022	  0.011	  0.005
         20.382	  0.001	  0.005	  0.005	 -0.003	 -0.003	  0.005	  0.003	  0.018	  0.029	  0.022	  0.012	  0.005
         20.384	  0.001	  0.006	  0.005	 -0.004	 -0.002	  0.005	  0.002	  0.018	  0.030	  0.023	  0.012	  0.005
         20.386	  0.002	  0.007	  0.005	 -0.004	 -0.003	  0.006	  0.001	  0.017	  0.031	  0.025	  0.013	  0.006
         20.388	  0.002	  0.009	  0.007	 -0.005	 -0.002	  0.008	 -0.001	  0.017	  0.033	  0.025	  0.014	  0.007
         20.390	  0.004	  0.012	  0.009	 -0.007	 -0.003	  0.010	 -0.004	  0.017	  0.035	  0.028	  0.017	  0.009
         20.392	  0.004	  0.015	  0.011	 -0.009	 -0.003	  0.013	 -0.007	  0.015	  0.036	  0.031	  0.019	  0.011
         20.394	  0.004	  0.018	  0.014	 -0.012	 -0.005	  0.017	 -0.009	  0.015	  0.041	  0.036	  0.022	  0.013
         20.396	  0.004	  0.022	  0.018	 -0.013	 -0.007	  0.020	 -0.009	  0.021	  0.051	  0.045	  0.028	  0.016
         20.398	  0.002	  0.024	  0.023	 -0.013	 -0.011	  0.024	 -0.002	  0.033	  0.070	  0.059	  0.036	  0.019
         20.400	 -0.002	  0.025	  0.025	 -0.011	 -0.013	  0.025	  0.005	  0.046	  0.087	  0.072	  0.042	  0.021
         20.402	 -0.001	  0.025	  0.025	 -0.011	 -0.013	  0.025	  0.007	  0.052	  0.095	  0.077	  0.043	  0.022
         20.404	 -0.001	  0.023	  0.024	 -0.011	 -0.012	  0.024	  0.009	  0.057	  0.100	  0.080	  0.043	  0.021
         20.406	 -0.001	  0.021	  0.022	 -0.011	 -0.011	  0.022	  0.014	  0.067	  0.112	  0.086	  0.045	  0.021
