  Elapsed time	      I	     II	    III	    aVR	    aVL	    aVF	     V1	     V2	     V3	     V4	     V5	     V6
          0.072	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.005	  0.002	  0.002
          0.074	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.005	  0.002	  0.002
          0.076	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.078	  0.004	  0.005	  0.001	 -0.004	  0.001	  0.003	  0.001	  0.004	  0.006	  0.005	  0.002	  0.002
          0.080	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.006	  0.005	  0.002	  0.002
          0.082	  0.004	  0.005	  0.001	 -0.005	  0.002	  0.003	  0.000	  0.004	  0.006	  0.006	  0.002	  0.002
          0.084	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.006	  0.006	  0.002	  0.002
          0.086	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.006	  0.006	  0.002	  0.002
          0.088	  0.004	  0.005	  0.001	 -0.005	  0.002	  0.003	  0.001	  0.004	  0.006	  0.005	  0.002	  0.002
          0.090	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.092	  0.004	  0.004	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.006	  0.005	  0.002	  0.002
          0.094	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.000	  0.004	  0.006	  0.005	  0.002	  0.002
          0.096	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.005	  0.002	  0.002
          0.098	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.005	  0.002	  0.002
          0.100	  0.004	  0.005	  0.001	 -0.004	  0.001	  0.003	  0.000	  0.004	  0.007	  0.005	  0.002	  0.002
          0.102	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.006	  0.005	  0.002	  0.002
          0.104	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.106	  0.004	  0.004	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.108	  0.004	  0.004	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.110	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.112	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.114	  0.005	  0.005	  0.001	 -0.005	  0.003	  0.003	  0.001	  0.004	  0.008	  0.007	  0.002	  0.002
          0.116	  0.005	  0.006	  0.001	 -0.005	  0.003	  0.004	  0.001	  0.005	  0.009	  0.007	  0.003	  0.002
          0.118	  0.006	  0.006	  0.001	 -0.006	  0.003	  0.004	  0.001	  0.005	  0.009	  0.008	  0.003	  0.003
          0.120	  0.007	  0.009	  0.002	 -0.008	  0.003	  0.005	  0.000	  0.004	  0.009	  0.009	  0.003	  0.003
          0.122	  0.008	  0.011	  0.004	 -0.009	  0.003	  0.007	 -0.001	  0.004	  0.009	  0.007	  0.003	  0.004
          0.124	  0.009	  0.015	  0.005	 -0.012	  0.002	  0.009	 -0.002	  0.003	  0.007	  0.007	  0.002	  0.004
          0.126	  0.011	  0.018	  0.007	 -0.014	  0.003	  0.013	 -0.004	  0.002	  0.005	  0.005	  0.002	  0.005
          0.128	  0.013	  0.021	  0.009	 -0.017	  0.002	  0.015	 -0.005	  0.001	  0.004	  0.004	  0.002	  0.006
          0.130	  0.013	  0.024	  0.009	 -0.018	  0.002	  0.017	 -0.006	  0.001	  0.005	  0.005	  0.002	  0.006
          0.132	  0.015	  0.025	  0.011	 -0.019	  0.002	  0.017	 -0.005	  0.002	  0.007	  0.007	  0.002	  0.007
          0.134	  0.015	  0.024	  0.009	 -0.019	  0.003	  0.016	 -0.004	  0.004	  0.011	  0.010	  0.003	  0.007
          0.136	  0.015	  0.022	  0.006	 -0.019	  0.004	  0.014	 -0.003	  0.007	  0.015	  0.014	  0.004	  0.007
          0.138	  0.016	  0.021	  0.004	 -0.018	  0.006	  0.013	  0.001	  0.013	  0.022	  0.019	  0.005	  0.006
          0.140	  0.017	  0.019	  0.003	 -0.018	  0.007	  0.011	  0.003	  0.016	  0.029	  0.024	  0.007	  0.006
          0.142	  0.018	  0.018	  0.001	 -0.018	  0.008	  0.011	  0.004	  0.019	  0.035	  0.029	  0.009	  0.007
          0.144	  0.019	  0.019	  0.000	 -0.019	  0.009	  0.009	  0.006	  0.023	  0.041	  0.033	  0.010	  0.007
          0.146	  0.021	  0.020	 -0.001	 -0.021	  0.011	  0.009	  0.006	  0.027	  0.046	  0.038	  0.011	  0.008
          0.148	  0.023	  0.021	 -0.002	 -0.022	  0.013	  0.009	  0.009	  0.031	  0.052	  0.043	  0.013	  0.009
          0.150	  0.025	  0.021	 -0.004	 -0.024	  0.014	  0.009	  0.010	  0.035	  0.059	  0.049	  0.015	  0.009
          0.152	  0.026	  0.021	 -0.006	 -0.024	  0.016	  0.007	  0.013	  0.040	  0.067	  0.054	  0.017	  0.010
          0.154	  0.027	  0.019	 -0.008	 -0.023	  0.017	  0.005	  0.015	  0.044	  0.073	  0.060	  0.018	  0.009
          0.156	  0.026	  0.017	 -0.011	 -0.022	  0.018	  0.003	  0.017	  0.049	  0.079	  0.065	  0.020	  0.009
          0.158	  0.025	  0.012	 -0.013	 -0.019	  0.020	 -0.001	  0.020	  0.052	  0.084	  0.069	  0.021	  0.009
          0.160	  0.024	  0.007	 -0.016	 -0.016	  0.021	 -0.004	  0.022	  0.054	  0.086	  0.070	  0.021	  0.007
          0.162	  0.022	  0.005	 -0.017	 -0.013	  0.019	 -0.006	  0.021	  0.051	  0.082	  0.067	  0.021	  0.007
          0.164	  0.019	  0.005	 -0.014	 -0.012	  0.017	 -0.004	  0.018	  0.044	  0.071	  0.058	  0.018	  0.006
          0.166	  0.017	  0.007	 -0.010	 -0.011	  0.013	 -0.002	  0.014	  0.035	  0.057	  0.046	  0.014	  0.005
          0.168	  0.014	  0.007	 -0.006	 -0.011	  0.010	  0.001	  0.009	  0.026	  0.042	  0.035	  0.011	  0.005
          0.170	  0.011	  0.007	 -0.004	 -0.009	  0.007	  0.002	  0.007	  0.019	  0.032	  0.026	  0.008	  0.004
          0.172	  0.009	  0.006	 -0.003	 -0.007	  0.006	  0.002	  0.004	  0.015	  0.024	  0.020	  0.006	  0.004
          0.174	  0.007	  0.005	 -0.002	 -0.006	  0.004	  0.002	  0.004	  0.011	  0.018	  0.015	  0.005	  0.003
          0.176	  0.006	  0.005	 -0.001	 -0.005	  0.004	  0.003	  0.003	  0.008	  0.013	  0.012	  0.004	  0.003
          0.178	  0.005	  0.005	 -0.001	 -0.005	  0.003	  0.002	  0.002	  0.007	  0.011	  0.009	  0.003	  0.003
          0.180	  0.005	  0.005	  0.000	 -0.005	  0.003	  0.002	  0.001	  0.005	  0.009	  0.009	  0.003	  0.002
          0.182	  0.005	  0.005	  0.000	 -0.004	  0.002	  0.003	  0.001	  0.005	  0.009	  0.007	  0.003	  0.002
          0.184	  0.004	  0.004	  0.000	 -0.004	  0.002	  0.002	  0.001	  0.004	  0.007	  0.006	  0.003	  0.002
          0.186	  0.004	  0.004	  0.000	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.188	  0.004	  0.004	  0.000	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.190	  0.004	  0.004	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.003	  0.002
          0.192	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.003	  0.002
          0.194	  0.004	  0.004	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.196	  0.004	  0.005	  0.001	 -0.004	  0.003	  0.003	  0.001	  0.004	  0.007	  0.007	  0.002	  0.002
          0.198	  0.005	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.008	  0.006	  0.002	  0.002
          0.200	  0.004	  0.005	  0.001	 -0.004	  0.002	  0.003	  0.001	  0.004	  0.007	  0.006	  0.002	  0.002
          0.202	  0.004	  0.005	  0.001	 -0.004	  0.001	  0.003	  0.000	  0.003	  0.005	  0.005	  0.002	  0.002
          0.204	  0.002	  0.005	  0.003	 -0.004	 -0.001	  0.004	 -0.002	 -0.002	 -0.002	 -0.001	 -0.001	  0.002
          0.206	 -0.002	  0.005	  0.007	 -0.002	 -0.004	  0.006	 -0.007	 -0.013	 -0.020	 -0.016	 -0.004	  0.000
          0.208	 -0.009	  0.007	  0.017	  0.001	 -0.013	  0.012	 -0.018	 -0.036	 -0.056	 -0.045	 -0.013	 -0.003
          0.210	 -0.018	  0.014	  0.033	  0.002	 -0.025	  0.024	 -0.035	 -0.070	 -0.107	 -0.087	 -0.028	 -0.005
          0.212	 -0.024	  0.032	  0.055	 -0.004	 -0.039	  0.043	 -0.057	 -0.111	 -0.168	 -0.137	 -0.043	 -0.005
          0.214	 -0.019	  0.062	  0.082	 -0.021	 -0.050	  0.071	 -0.080	 -0.145	 -0.217	 -0.175	 -0.055	  0.000
          0.216	  0.001	  0.102	  0.102	 -0.051	 -0.050	  0.102	 -0.095	 -0.154	 -0.226	 -0.178	 -0.056	  0.011
          0.218	  0.045	  0.146	  0.101	 -0.096	 -0.028	  0.123	 -0.085	 -0.104	 -0.142	 -0.105	 -0.032	  0.030
          0.220	  0.120	  0.186	  0.066	 -0.153	  0.027	  0.126	 -0.035	  0.033	  0.077	  0.081	  0.028	  0.059
          0.222	  0.207	  0.218	  0.011	 -0.212	  0.099	  0.115	  0.036	  0.216	  0.366	  0.322	  0.104	  0.090
          0.224	  0.268	  0.246	 -0.022	 -0.258	  0.145	  0.112	  0.081	  0.336	  0.557	  0.482	  0.154	  0.114
          0.226	  0.304	  0.283	 -0.020	 -0.294	  0.162	  0.132	  0.086	  0.370	  0.616	  0.536	  0.172	  0.130
          0.228	  0.346	  0.320	 -0.027	 -0.333	  0.186	  0.147	  0.101	  0.427	  0.709	  0.616	  0.198	  0.147
          0.230	  0.373	  0.297	 -0.076	 -0.335	  0.225	  0.111	  0.154	  0.535	  0.874	  0.750	  0.239	  0.153
          0.232	  0.348	  0.196	 -0.153	 -0.272	  0.251	  0.021	  0.224	  0.630	  1.008	  0.849	  0.268	  0.133
          0.234	  0.305	  0.079	 -0.227	 -0.193	  0.267	 -0.074	  0.285	  0.699	  1.100	  0.911	  0.285	  0.105
          0.236	  0.246	 -0.005	 -0.251	 -0.121	  0.248	 -0.128	  0.295	  0.668	  1.042	  0.856	  0.267	  0.077
          0.238	  0.146	 -0.055	 -0.201	 -0.045	  0.173	 -0.128	  0.223	  0.476	  0.735	  0.600	  0.186	  0.040
          0.240	  0.055	 -0.072	 -0.127	  0.009	  0.091	 -0.099	  0.132	  0.257	  0.390	  0.316	  0.099	  0.010
          0.242	  0.015	 -0.059	 -0.074	  0.021	  0.045	 -0.066	  0.072	  0.132	  0.195	  0.157	  0.049	 -0.001
          0.244	  0.011	 -0.033	 -0.043	  0.011	  0.026	 -0.038	  0.043	  0.077	  0.117	  0.094	  0.029	  0.000
          0.246	  0.017	 -0.009	 -0.025	 -0.004	  0.021	 -0.017	  0.028	  0.058	  0.088	  0.072	  0.022	  0.004
          0.248	  0.024	  0.007	 -0.017	 -0.015	  0.021	 -0.004	  0.021	  0.053	  0.084	  0.070	  0.021	  0.008
          0.250	  0.028	  0.016	 -0.012	 -0.022	  0.020	  0.003	  0.018	  0.050	  0.081	  0.067	  0.021	  0.010
          0.252	  0.026	  0.019	 -0.006	 -0.022	  0.017	  0.006	  0.013	  0.041	  0.067	  0.056	  0.017	  0.010
          0.254	  0.021	  0.019	 -0.002	 -0.020	  0.011	  0.009	  0.007	  0.028	  0.046	  0.038	  0.012	  0.008
          0.256	  0.017	  0.018	  0.002	 -0.018	  0.007	  0.010	  0.003	  0.017	  0.030	  0.025	  0.008	  0.006
          0.258	  0.015	  0.018	  0.004	 -0.017	  0.005	  0.011	  0.001	  0.013	  0.022	  0.019	  0.006	  0.006
          0.260	  0.015	  0.018	  0.004	 -0.017	  0.005	  0.011	  0.000	  0.011	  0.021	  0.018	  0.005	  0.006
          0.262	  0.015	  0.019	  0.004	 -0.017	  0.005	  0.012	  0.000	  0.011	  0.021	  0.018	  0.005	  0.006
          0.264	  0.015	  0.021	  0.004	 -0.018	  0.005	  0.013	  0.000	  0.011	  0.021	  0.018	  0.005	  0.006
          0.266	  0.016	  0.021	  0.004	 -0.018	  0.006	  0.013	  0.000	  0.012	  0.022	  0.019	  0.006	  0.006
          0.268	  0.017	  0.022	  0.005	 -0.020	  0.006	  0.013	  0.000	  0.013	  0.024	  0.020	  0.006	  0.006
          0.270	  0.017	  0.023	  0.005	 -0.020	  0.006	  0.014	  0.000	  0.013	  0.025	  0.021	  0.006	  0.007
          0.272	  0.018	  0.023	  0.005	 -0.021	  0.006	  0.015	  0.001	  0.014	  0.026	  0.022	  0.007	  0.007
          0.274	  0.018	  0.024	  0.005	 -0.021	  0.007	  0.015	  0.001	  0.015	  0.028	  0.023	  0.007	  0.007
          0.276	  0.020	  0.025	  0.005	 -0.022	  0.007	  0.015	  0.001	  0.015	  0.029	  0.025	  0.007	  0.008
          0.278	  0.021	  0.026	  0.005	 -0.023	  0.007	  0.015	  0.001	  0.016	  0.030	  0.025	  0.007	  0.009
          0.280	  0.021	  0.026	  0.005	 -0.024	  0.008	  0.017	  0.002	  0.018	  0.032	  0.027	  0.008	  0.009
          0.282	  0.022	  0.028	  0.005	 -0.025	  0.009	  0.017	  0.001	  0.018	  0.034	  0.028	  0.009	  0.009
          0.284	  0.022	  0.028	  0.005	 -0.025	  0.009	  0.017	  0.002	  0.020	  0.036	  0.030	  0.009	  0.009
          0.286	  0.024	  0.029	  0.005	 -0.026	  0.009	  0.017	  0.002	  0.021	  0.038	  0.032	  0.009	  0.010
          0.288	  0.025	  0.030	  0.005	 -0.028	  0.010	  0.017	  0.002	  0.022	  0.040	  0.034	  0.010	  0.010
          0.290	  0.026	  0.030	  0.005	 -0.029	  0.011	  0.018	  0.004	  0.024	  0.043	  0.036	  0.011	  0.010
          0.292	  0.027	  0.032	  0.004	 -0.029	  0.011	  0.018	  0.004	  0.025	  0.045	  0.038	  0.011	  0.011
          0.294	  0.028	  0.033	  0.004	 -0.030	  0.012	  0.018	  0.004	  0.028	  0.049	  0.041	  0.013	  0.011
          0.296	  0.029	  0.033	  0.004	 -0.031	  0.013	  0.018	  0.005	  0.029	  0.051	  0.043	  0.013	  0.011
          0.298	  0.030	  0.034	  0.004	 -0.032	  0.013	  0.018	  0.005	  0.032	  0.055	  0.045	  0.014	  0.012
          0.300	  0.032	  0.035	  0.003	 -0.034	  0.015	  0.018	  0.006	  0.034	  0.059	  0.049	  0.015	  0.013
          0.302	  0.033	  0.035	  0.002	 -0.034	  0.015	  0.019	  0.007	  0.036	  0.063	  0.052	  0.016	  0.013
          0.304	  0.035	  0.036	  0.002	 -0.035	  0.017	  0.019	  0.008	  0.038	  0.067	  0.056	  0.017	  0.013
          0.306	  0.036	  0.037	  0.001	 -0.036	  0.017	  0.018	  0.009	  0.041	  0.071	  0.059	  0.018	  0.013
          0.308	  0.038	  0.038	  0.001	 -0.038	  0.018	  0.019	  0.010	  0.044	  0.076	  0.064	  0.019	  0.015
          0.310	  0.040	  0.040	 -0.001	 -0.039	  0.019	  0.019	  0.011	  0.048	  0.081	  0.067	  0.021	  0.015
          0.312	  0.041	  0.041	 -0.002	 -0.041	  0.021	  0.019	  0.013	  0.051	  0.086	  0.071	  0.022	  0.016
          0.314	  0.043	  0.042	 -0.002	 -0.042	  0.022	  0.019	  0.013	  0.054	  0.092	  0.076	  0.024	  0.017
          0.316	  0.045	  0.043	 -0.003	 -0.043	  0.024	  0.020	  0.015	  0.058	  0.098	  0.081	  0.025	  0.018
          0.318	  0.047	  0.043	 -0.004	 -0.045	  0.025	  0.020	  0.016	  0.061	  0.103	  0.086	  0.026	  0.018
          0.320	  0.049	  0.045	 -0.004	 -0.047	  0.026	  0.021	  0.018	  0.065	  0.110	  0.091	  0.028	  0.018
          0.322	  0.051	  0.046	 -0.005	 -0.049	  0.029	  0.021	  0.018	  0.069	  0.116	  0.096	  0.029	  0.019
          0.324	  0.053	  0.048	 -0.006	 -0.051	  0.029	  0.021	  0.020	  0.073	  0.122	  0.101	  0.031	  0.021
          0.326	  0.056	  0.049	 -0.006	 -0.052	  0.031	  0.021	  0.021	  0.076	  0.129	  0.106	  0.033	  0.021
          0.328	  0.059	  0.051	 -0.007	 -0.054	  0.033	  0.021	  0.023	  0.081	  0.135	  0.112	  0.034	  0.021
          0.330	  0.060	  0.052	 -0.009	 -0.057	  0.035	  0.022	  0.024	  0.085	  0.141	  0.117	  0.036	  0.022
          0.332	  0.063	  0.054	 -0.009	 -0.059	  0.036	  0.022	  0.025	  0.088	  0.148	  0.123	  0.037	  0.024
          0.334	  0.066	  0.056	 -0.009	 -0.061	  0.037	  0.024	  0.027	  0.093	  0.155	  0.129	  0.040	  0.025
          0.336	  0.069	  0.058	 -0.010	 -0.064	  0.040	  0.024	  0.028	  0.098	  0.163	  0.135	  0.041	  0.026
          0.338	  0.071	  0.060	 -0.011	 -0.066	  0.042	  0.025	  0.029	  0.102	  0.170	  0.141	  0.043	  0.027
          0.340	  0.074	  0.062	 -0.012	 -0.069	  0.043	  0.025	  0.032	  0.106	  0.178	  0.147	  0.045	  0.028
          0.342	  0.077	  0.065	 -0.013	 -0.072	  0.045	  0.026	  0.033	  0.112	  0.187	  0.155	  0.047	  0.029
          0.344	  0.082	  0.069	 -0.013	 -0.075	  0.048	  0.028	  0.035	  0.118	  0.196	  0.163	  0.050	  0.030
          0.346	  0.085	  0.071	 -0.015	 -0.079	  0.050	  0.028	  0.037	  0.124	  0.207	  0.171	  0.052	  0.032
          0.348	  0.089	  0.074	 -0.016	 -0.082	  0.053	  0.029	  0.040	  0.132	  0.218	  0.180	  0.055	  0.034
          0.350	  0.095	  0.076	 -0.018	 -0.086	  0.056	  0.029	  0.043	  0.139	  0.232	  0.192	  0.059	  0.035
          0.352	  0.099	  0.080	 -0.019	 -0.089	  0.059	  0.030	  0.045	  0.148	  0.246	  0.203	  0.062	  0.037
          0.354	  0.105	  0.083	 -0.022	 -0.094	  0.063	  0.030	  0.049	  0.158	  0.262	  0.216	  0.067	  0.039
          0.356	  0.111	  0.086	 -0.024	 -0.099	  0.068	  0.031	  0.053	  0.169	  0.280	  0.231	  0.070	  0.041
          0.358	  0.117	  0.089	 -0.027	 -0.103	  0.072	  0.031	  0.058	  0.180	  0.298	  0.246	  0.075	  0.043
          0.360	  0.123	  0.092	 -0.030	 -0.108	  0.077	  0.031	  0.062	  0.193	  0.319	  0.263	  0.081	  0.045
          0.362	  0.130	  0.096	 -0.034	 -0.113	  0.082	  0.031	  0.067	  0.206	  0.339	  0.281	  0.086	  0.048
          0.364	  0.136	  0.099	 -0.038	 -0.118	  0.087	  0.030	  0.072	  0.220	  0.360	  0.298	  0.091	  0.051
          0.366	  0.142	  0.102	 -0.042	 -0.122	  0.092	  0.030	  0.077	  0.233	  0.382	  0.316	  0.097	  0.052
          0.368	  0.149	  0.103	 -0.045	 -0.126	  0.097	  0.029	  0.083	  0.245	  0.402	  0.332	  0.102	  0.054
          0.370	  0.154	  0.105	 -0.049	 -0.130	  0.101	  0.028	  0.086	  0.257	  0.419	  0.347	  0.107	  0.057
          0.372	  0.158	  0.106	 -0.052	 -0.133	  0.105	  0.028	  0.090	  0.267	  0.435	  0.360	  0.112	  0.058
          0.374	  0.162	  0.107	 -0.054	 -0.135	  0.108	  0.026	  0.094	  0.275	  0.447	  0.370	  0.115	  0.059
          0.376	  0.164	  0.106	 -0.057	 -0.135	  0.111	  0.025	  0.096	  0.280	  0.456	  0.378	  0.116	  0.060
          0.378	  0.164	  0.106	 -0.059	 -0.135	  0.111	  0.024	  0.098	  0.282	  0.460	  0.380	  0.117	  0.060
          0.380	  0.163	  0.104	 -0.059	 -0.134	  0.111	  0.022	  0.098	  0.282	  0.458	  0.380	  0.117	  0.060
          0.382	  0.160	  0.102	 -0.059	 -0.131	  0.110	  0.021	  0.097	  0.278	  0.452	  0.374	  0.116	  0.059
          0.384	  0.155	  0.099	 -0.058	 -0.127	  0.106	  0.021	  0.094	  0.271	  0.440	  0.365	  0.113	  0.057
          0.386	  0.150	  0.094	 -0.056	 -0.122	  0.103	  0.019	  0.090	  0.261	  0.423	  0.351	  0.109	  0.055
          0.388	  0.143	  0.090	 -0.053	 -0.117	  0.098	  0.018	  0.086	  0.248	  0.403	  0.335	  0.103	  0.052
          0.390	  0.135	  0.085	 -0.050	 -0.110	  0.092	  0.018	  0.081	  0.234	  0.378	  0.315	  0.098	  0.050
          0.392	  0.126	  0.080	 -0.046	 -0.102	  0.086	  0.017	  0.075	  0.217	  0.351	  0.292	  0.091	  0.046
          0.394	  0.116	  0.074	 -0.042	 -0.095	  0.079	  0.016	  0.069	  0.199	  0.323	  0.269	  0.083	  0.043
          0.396	  0.106	  0.069	 -0.037	 -0.087	  0.071	  0.015	  0.061	  0.180	  0.292	  0.243	  0.076	  0.040
          0.398	  0.096	  0.063	 -0.033	 -0.080	  0.065	  0.015	  0.054	  0.161	  0.263	  0.218	  0.068	  0.035
          0.400	  0.086	  0.058	 -0.029	 -0.071	  0.057	  0.015	  0.048	  0.143	  0.233	  0.194	  0.060	  0.032
          0.402	  0.076	  0.052	 -0.024	 -0.065	  0.050	  0.015	  0.042	  0.126	  0.204	  0.171	  0.053	  0.029
          0.404	  0.068	  0.047	 -0.020	 -0.058	  0.044	  0.015	  0.036	  0.110	  0.178	  0.149	  0.046	  0.025
          0.406	  0.059	  0.043	 -0.016	 -0.051	  0.038	  0.013	  0.030	  0.094	  0.154	  0.129	  0.040	  0.022
          0.408	  0.052	  0.039	 -0.013	 -0.045	  0.033	  0.013	  0.025	  0.081	  0.133	  0.111	  0.034	  0.020
          0.410	  0.045	  0.035	 -0.011	 -0.040	  0.029	  0.013	  0.022	  0.069	  0.114	  0.096	  0.029	  0.018
