X	Y1	Y2
1.284	-0.203188674	-0.12132813
1.296	-0.226714697	-0.108110364
1.308	-0.251533824	-0.095725522
1.32	-0.277613869	-0.084180782
1.332	-0.304916664	-0.073478244
1.344	-0.33339818	-0.063615002
1.356	-0.363008653	-0.054583228
1.368	-0.39369275	-0.046370279
1.38	-0.425389744	-0.038958826
1.392	-0.458033713	-0.032327
1.404	-0.491553757	-0.026448556
1.416	-0.525874238	-0.021293058
1.428	-0.560915031	-0.016826076
1.44	-0.596591801	-0.013009406
1.452	-0.632816288	-0.009801297
1.464	-0.669496611	-0.007156701
1.476	-0.706537586	-0.005027528
1.488	-0.743841058	-0.003362922
1.5	-0.781306237	-0.00210954
1.512	-0.818830057	-0.001211845
1.524	-0.856307535	-0.00061241
1.536	-0.893632138	-0.000252224
1.548	-0.930696164	-7.10121E-05
1.56	-0.967391119	-7.54895E-06
1.572	-1.003608104	1.04635E-08
1.584	-1.039238201	1.38069E-05
1.596	-1.074172866	9.59482E-05
1.608	-1.108304309	0.000308181
1.62	-1.141525891	0.000711566
1.632	-1.173732498	0.00136615
1.644	-1.204820925	0.002330652
1.656	-1.234690248	0.003662144
1.668	-1.26324219	0.005415746
1.68	-1.290381479	0.007644326
1.692	-1.316016192	0.010398208
1.704	-1.340058095	0.013724891
1.716	-1.362422968	0.017668784
1.728	-1.383030912	0.022270945
1.74	-1.401806646	0.02756884
1.752	-1.41867979	0.033596112
1.764	-1.433585126	0.040382375
1.776	-1.446462846	0.047953008
1.788	-1.457258778	0.056328982
1.8	-1.465924595	0.065526698
1.812	-1.472418002	0.075557841
1.824	-1.476702908	0.086429262
1.836	-1.478749564	0.098142867
1.848	-1.478534694	0.110695543
1.86	-1.476041593	0.124079087
1.872	-1.471260208	0.13828017
1.884	-1.464187191	0.153280315
1.896	-1.454825932	0.169055898
1.908	-1.443186573	0.185578172
1.92	-1.429285986	0.20281331
1.932	-1.413147739	0.220722475
1.944	-1.394802037	0.239261899
1.956	-1.374285632	0.258383001
1.968	-1.351641722	0.278032509
1.98	-1.326919817	0.298152613
1.992	-1.30017559	0.318681132
2.004	-1.271470704	0.339551705
2.016	-1.240872617	0.360693997
2.028	-1.208454368	0.382033923
2.04	-1.174294344	0.403493891
2.052	-1.138476029	0.424993065
2.064	-1.101087734	0.446447631
2.076	-1.062222308	0.467771092
2.088	-1.02197684	0.488874571
2.1	-0.980452338	0.50966712
2.112	-0.9377534	0.53005605
2.124	-0.893987875	0.549947267
2.136	-0.849266501	0.569245616
2.148	-0.803702549	0.587855231
2.16	-0.757411444	0.605679901
2.172	-0.71051039	0.622623427
2.184	-0.663117983	0.638589994
2.196	-0.615353816	0.653484538
2.208	-0.567338092	0.66721312
2.22	-0.519191225	0.679683296
2.232	-0.471033444	0.690804487
2.244	-0.422984398	0.700488342
2.256	-0.375162764	0.708649104
2.268	-0.32768586	0.715203963
2.28	-0.280669256	0.720073404
2.292	-0.234226402	0.723181551
2.304	-0.188468258	0.724456495
2.316	-0.143502931	0.72383061
2.328	-0.099435326	0.721240869
2.34	-0.056366812	0.716629129
2.352	-0.014394889	0.709942415
2.364	0.026387116	0.701133182
2.376	0.065890348	0.690159562
2.388	0.104030707	0.676985595
2.4	0.140729105	0.661581436
2.412	0.175911716	0.643923549
2.424	0.209510201	0.623994877
2.436	0.241461911	0.601784991
2.448	0.271710078	0.577290219
2.46	0.300203978	0.550513752
2.472	0.326899071	0.521465727
2.484	0.351757127	0.490163286
2.496	0.374746322	0.456630616
2.508	0.395841316	0.420898958
2.52	0.415023303	0.383006599
2.532	0.432280042	0.342998833
2.544	0.447605862	0.300927908
2.556	0.461001647	0.256852937
2.568	0.472474792	0.210839795
2.58	0.482039143	0.162960988
2.592	0.489714908	0.113295499
2.604	0.49552855	0.061928613
2.616	0.499512654	0.008951716
2.628	0.501705773	-0.045537921
2.64	0.502152259	-0.101437387
2.652	0.500902066	-0.15863839
2.664	0.498010535	-0.217027541
2.676	0.493538162	-0.276486647
2.688	0.48755035	-0.336893038
2.7	0.480117137	-0.398119893
2.712	0.471312914	-0.460036592
2.724	0.461216129	-0.522509082
2.736	0.449908966	-0.585400252
2.748	0.437477028	-0.648570325
2.76	0.424008995	-0.711877255
2.772	0.409596274	-0.775177141
2.784	0.394332647	-0.838324641
2.796	0.378313903	-0.901173403
2.808	0.361637468	-0.963576487
2.82	0.344402024	-1.025386806
2.832	0.326707137	-1.086457562
2.844	0.308652865	-1.146642679
2.856	0.290339381	-1.205797249
2.868	0.271866587	-1.263777959
2.88	0.25333373	-1.320443529
2.892	0.234839028	-1.375655139
2.904	0.216479293	-1.429276849
2.916	0.198349563	-1.481176014
2.928	0.180542743	-1.531223688
2.94	0.163149251	-1.57929502
2.952	0.146256676	-1.625269636
2.964	0.129949444	-1.669032009
2.976	0.114308506	-1.710471814
2.988	0.099411023	-1.749484272
3	0.085330082	-1.785970467
3.012	0.072134416	-1.819837658
3.024	0.059888147	-1.850999563
3.036	0.048650544	-1.87937663
3.048	0.038475799	-1.904896279
3.06	0.029412825	-1.927493131
3.072	0.021505071	-1.947109212
3.084	0.014790355	-1.963694131
3.096	0.00930073	-1.977205238
3.108	0.005062355	-1.987607758
3.12	0.002095403	-1.994874898
3.132	0.000413981	-1.99898793
3.144	2.60785E-05	-1.999936252
3.156	0.000933539	-1.997717419
3.168	0.003132052	-1.992337152
3.18	0.006611166	-1.983809318
3.192	0.011354334	-1.972155888
3.204	0.01733897	-1.957406871
3.216	0.024536539	-1.939600215
3.228	0.032912658	-1.918781693
3.24	0.042427231	-1.89500476
3.252	0.053034596	-1.868330383
3.264	0.0646837	-1.838826856
3.276	0.077318287	-1.806569585
3.288	0.090877114	-1.771640853
3.3	0.105294178	-1.734129566
3.312	0.120498968	-1.69413098
3.324	0.136416727	-1.651746398
3.336	0.152968739	-1.607082868
3.348	0.170072621	-1.560252841
3.36	0.187642638	-1.511373833
3.372	0.205590025	-1.46056806
3.384	0.223823326	-1.407962062
3.396	0.242248737	-1.353686318
3.408	0.260770464	-1.297874843
3.42	0.279291087	-1.240664784
3.432	0.297711929	-1.182195998
3.444	0.315933434	-1.122610634
3.456	0.333855548	-1.062052695
3.468	0.351378095	-1.000667611
3.48	0.36840117	-0.9386018
3.492	0.384825516	-0.87600223
3.504	0.400552908	-0.813015979
3.516	0.415486532	-0.749789805
3.528	0.429531362	-0.686469705
3.54	0.442594523	-0.623200495
3.552	0.454585661	-0.56012538
3.564	0.465417289	-0.497385545
3.576	0.475005137	-0.435119745
3.588	0.483268479	-0.37346391
3.6	0.49013046	-0.312550761
3.612	0.495518401	-0.252509434
3.624	0.499364088	-0.193465129
3.636	0.501604058	-0.135538757
3.648	0.502179852	-0.078846621
3.66	0.501038265	-0.0235001
3.672	0.498131565	0.03039464
3.684	0.493417706	0.08273692
3.696	0.486860509	0.133431804
3.708	0.478429827	0.182390328
3.72	0.468101694	0.229529712
3.732	0.455858442	0.274773553
3.744	0.441688804	0.318051989
3.756	0.425587992	0.359301842
3.768	0.407557747	0.398466742
3.78	0.387606376	0.435497224
3.792	0.365748755	0.470350799
3.804	0.342006318	0.502992003
3.816	0.316407014	0.533392427
3.828	0.288985247	0.561530713
3.84	0.259781793	0.587392534
3.852	0.228843686	0.610970551
3.864	0.196224097	0.632264335
3.876	0.161982173	0.651280285
3.888	0.12618287	0.668031505
3.9	0.088896753	0.682537671
3.912	0.050199789	0.694824873
3.924	0.010173107	0.704925432
3.936	-0.031097252	0.712877705
3.948	-0.073520606	0.718725868
3.96	-0.117001916	0.722519673
3.972	-0.161442091	0.724314202
3.984	-0.206738305	0.724169593
3.996	-0.252784325	0.722150753
4.008	-0.299470858	0.718327063
4.02	-0.346685901	0.712772065
4.032	-0.394315108	0.705563135
4.044	-0.442242163	0.69678115
4.056	-0.490349155	0.686510146
4.068	-0.538516971	0.674836963
4.08	-0.586625681	0.66185089
4.092	-0.634554936	0.647643299
4.104	-0.682184357	0.632307279
4.116	-0.72939394	0.615937262
4.128	-0.776064444	0.598628661
4.14	-0.822077785	0.580477487
4.152	-0.867317427	0.561579989
4.164	-0.911668764	0.542032284
4.176	-0.955019496	0.521929993
4.188	-0.997260002	0.50136789
4.2	-1.038283695	0.480439545
4.212	-1.077987377	0.459236987
4.224	-1.116271574	0.437850374
4.236	-1.153040859	0.416367664
4.248	-1.188204171	0.394874314
4.26	-1.2216751	0.373452975
4.272	-1.253372178	0.352183216
4.284	-1.283219132	0.33114125
4.296	-1.311145136	0.310399686
4.308	-1.337085033	0.290027292
4.32	-1.360979541	0.270088775
4.332	-1.38277544	0.250644583
4.344	-1.402425737	0.231750725
4.356	-1.419889803	0.213458608
4.368	-1.435133504	0.195814897
4.38	-1.448129288	0.178861391
4.392	-1.458856267	0.162634928
4.404	-1.467300267	0.147167303
4.416	-1.473453854	0.132485212
4.428	-1.477316345	0.118610215
4.44	-1.478893781	0.105558723
4.452	-1.478198894	0.093342004
4.464	-1.475251036	0.081966213
4.476	-1.470076094	0.071432441
4.488	-1.462706375	0.061736785
4.5	-1.453180482	0.052870444
4.512	-1.441543148	0.044819822
4.524	-1.427845071	0.037566668
4.536	-1.412142709	0.031088221
4.548	-1.39449807	0.02535738
4.56	-1.374978473	0.020342892
4.572	-1.353656298	0.016009551
4.584	-1.330608713	0.012318423
4.596	-1.305917386	0.009227076
4.608	-1.279668188	0.006689828
4.62	-1.251950871	0.004658015
4.632	-1.222858742	0.003080257
4.644	-1.192488323	0.001902748
4.656	-1.160938996	0.001069548
4.668	-1.128312644	0.000522886
4.68	-1.094713283	0.000203473
4.692	-1.060246684	5.08167E-05
4.704	-1.025019996	3.54179E-06
4.716	-0.989141357	-2.82508E-07
4.728	-0.952719508	-2.28166E-05
4.74	-0.915863405	-0.000126122
4.752	-0.878681833	-0.000371834
4.764	-0.841283012	-0.000820836
4.776	-0.803774223	-0.001532933
4.788	-0.766261419	-0.00256654
4.8	-0.72884886	-0.003978361
4.812	-0.691638742	-0.005823088
4.824	-0.654730837	-0.008153101
4.836	-0.618222151	-0.01101818
4.848	-0.582206581	-0.014465227
4.86	-0.546774592	-0.018537996
4.872	-0.512012906	-0.023276845
4.884	-0.478004201	-0.02871849
4.896	-0.444826834	-0.034895784
4.908	-0.412554572	-0.041837505
4.92	-0.381256345	-0.049568162
4.932	-0.350996015	-0.058107822
4.944	-0.32183217	-0.06747195
4.956	-0.293817926	-0.077671271
4.968	-0.267000765	-0.088711651
4.98	-0.24142238	-0.100593997
4.992	-0.21711855	-0.113314177
5.004	-0.194119037	-0.126862963
5.016	-0.172447499	-0.141225994
5.028	-0.152121435	-0.156383761
5.04	-0.133152146	-0.172311608
5.052	-0.11554472	-0.188979765
5.064	-0.099298046	-0.206353396
5.076	-0.084404841	-0.224392663
5.088	-0.070851711	-0.243052827
5.1	-0.058619225	-0.262284353
5.112	-0.047682019	-0.282033047
5.124	-0.038008917	-0.302240206
5.136	-0.029563078	-0.322842798
5.148	-0.022302158	-0.343773644
5.16	-0.0161785	-0.36496164
5.172	-0.011139336	-0.386331978
5.184	-0.007127014	-0.407806393
5.196	-0.004079243	-0.429303428
5.208	-0.001929349	-0.450738709
5.22	-0.000606555	-0.472025237
5.232	-3.62726E-05	-0.493073693
5.244	-0.000140407	-0.513792753
5.256	-0.000837677	-0.53408942
5.268	-0.002043948	-0.553869358
5.28	-0.00367257	-0.573037241
5.292	-0.005634734	-0.591497107
5.304	-0.007839831	-0.609152715
5.316	-0.010195813	-0.625907915
5.328	-0.012609573	-0.641667013
5.34	-0.014987318	-0.65633514
5.352	-0.017234948	-0.669818628
5.364	-0.019258435	-0.682025378
5.376	-0.020964208	-0.692865228
5.388	-0.02225953	-0.702250319
5.4	-0.023052873	-0.710095457
5.412	-0.023254292	-0.716318464
5.424	-0.022775793	-0.72084053
5.436	-0.021531692	-0.723586547
5.448	-0.019438965	-0.72448544
5.46	-0.016417593	-0.723470484
5.472	-0.012390894	-0.720479605
5.484	-0.00728584	-0.715455677
5.496	-0.001033368	-0.708346793
5.508	0.006431332	-0.699106528
5.52	0.015168539	-0.687694182
5.532	0.025233737	-0.674075005
5.544	0.036677374	-0.658220402
5.556	0.049544636	-0.640108125
5.568	0.063875243	-0.619722435
5.58	0.079703258	-0.597054248
5.592	0.097056924	-0.572101263
5.604	0.11595852	-0.544868056
5.616	0.136424234	-0.515366168
5.628	0.158464067	-0.48361415
5.64	0.182081749	-0.449637605
5.652	0.207274688	-0.413469189
5.664	0.234033933	-0.375148597
5.676	0.262344169	-0.334722525
5.688	0.292183726	-0.292244605
5.7	0.323524621	-0.247775317
5.712	0.356332612	-0.201381876
5.724	0.390567287	-0.1531381
5.736	0.426182166	-0.103124253
5.748	0.463124829	-0.051426859
5.76	0.501337068	0.001861496
5.772	0.540755055	0.05664239
5.784	0.581309536	0.112811811
5.796	0.622926043	0.170260422
5.808	0.665525122	0.228873844
5.82	0.709022588	0.288532962
5.832	0.753329787	0.349114244
5.844	0.798353884	0.410490079
5.856	0.843998159	0.472529129
5.868	0.890162325	0.535096696
5.88	0.936742854	0.598055104
5.892	0.983633317	0.661264087
5.904	1.030724736	0.724581195
5.916	1.077905943	0.787862203
5.928	1.125063955	0.850961533
5.94	1.172084347	0.91373268
5.952	1.218851633	0.976028639
5.964	1.265249661	1.037702347
5.976	1.311161998	1.098607114
5.988	1.356472324	1.158597065
6	1.401064827	1.217527577
6.012	1.444824592	1.275255709
6.024	1.487637995	1.331640642
6.036	1.529393086	1.386544099
6.048	1.569979971	1.439830768
6.06	1.609291186	1.491368715
6.072	1.647222065	1.541029783
6.084	1.683671095	1.58868999
6.096	1.718540267	1.634229905
6.108	1.751735408	1.677535015
6.12	1.783166504	1.718496083
6.132	1.812748011	1.757009479
6.144	1.840399145	1.792977503
6.156	1.866044162	1.826308687
6.168	1.889612618	1.856918078
6.18	1.911039611	1.884727504
6.192	1.930266001	1.909665811
6.204	1.947238619	1.931669093
6.216	1.961910446	1.95068088
6.228	1.974240776	1.966652323
6.24	1.984195357	1.979542344
6.252	1.991746507	1.989317759
6.264	1.996873211	1.995953387
6.276	1.999561193	1.999432129
6.288	1.999802967	1.999745015
6.3	1.997597857	1.996891239
6.312	1.992952008	1.990878159
6.324	1.985878358	1.981721271
6.336	1.976396593	1.969444167
6.348	1.964533087	1.954078454
6.36	1.950320801	1.935663662
6.372	1.933799178	1.914247117
6.384	1.915014001	1.889883795
6.396	1.894017238	1.862636148
6.408	1.870866866	1.832573916
6.42	1.845626664	1.799773903
6.432	1.818366001	1.764319742
6.444	1.789159595	1.726301637
6.456	1.758087253	1.685816079
6.468	1.725233604	1.642965551
6.48	1.690687801	1.59785821
6.492	1.654543222	1.550607553
6.504	1.616897144	1.501332069
6.516	1.577850415	1.45015487
6.528	1.537507106	1.39720332
6.54	1.495974157	1.342608637
6.552	1.453361011	1.286505499
6.564	1.409779242	1.22903163
6.576	1.365342174	1.170327382
6.588	1.320164498	1.110535308
6.6	1.27436188	1.049799734
6.612	1.22805057	0.988266324
6.624	1.18134701	0.92608164
6.636	1.134367439	0.863392708
6.648	1.087227506	0.800346576
6.66	1.040041874	0.737089885
6.672	0.992923843	0.673768428
6.684	0.945984969	0.610526732
6.696	0.899334691	0.54750763
6.708	0.853079969	0.484851851
6.72	0.807324932	0.422697616
6.732	0.762170535	0.36118024
6.744	0.717714226	0.300431755
6.756	0.674049633	0.240580537
6.768	0.631266258	0.181750951
6.78	0.589449192	0.12406301
6.792	0.548678843	0.067632054
6.804	0.509030683	0.012568437
6.816	0.470575014	-0.041022752
6.828	0.43337675	-0.093041969
6.84	0.397495226	-0.143395456
6.852	0.362984016	-0.191995473
6.864	0.329890785	-0.238760507
6.876	0.298257153	-0.283615453
6.888	0.268118587	-0.326491779
6.9	0.239504314	-0.367327665
6.912	0.212437254	-0.406068119
6.924	0.186933978	-0.442665068
6.936	0.163004696	-0.477077432
6.948	0.140653253	-0.50927116
6.96	0.119877165	-0.539219257
6.972	0.100667665	-0.56690178
6.984	0.083009778	-0.592305809
6.996	0.066882421	-0.615425394
7.008	0.052258517	-0.636261487
7.02	0.039105141	-0.654821841
7.032	0.027383677	-0.67112089
7.044	0.017050002	-0.68517961
7.056	0.008054691	-0.697025356
7.068	0.000343235	-0.706691677
7.08	-0.006143717	-0.714218115
7.092	-0.011470101	-0.719649985
7.104	-0.015704163	-0.723038128
7.116	-0.018918171	-0.724438663
7.128	-0.021188112	-0.723912707
7.14	-0.02259337	-0.721526091
7.152	-0.023216402	-0.717349055
7.164	-0.023142395	-0.711455937
7.176	-0.022458915	-0.703924841
7.188	-0.02125555	-0.694837308
7.2	-0.019623544	-0.684277962
7.212	-0.017655425	-0.672334166
7.224	-0.015444632	-0.659095655
7.236	-0.01308513	-0.644654175
7.248	-0.010671035	-0.629103113
7.26	-0.008296231	-0.61253713
7.272	-0.006053993	-0.595051786
7.284	-0.004036604	-0.576743172
7.296	-0.002334989	-0.557707539
7.308	-0.001038341	-0.538040932
7.32	-0.000233764	-0.517838832
7.332	-5.917E-06	-0.497195797
7.344	-0.000436672	-0.476205118
7.356	-0.001604779	-0.454958474
7.368	-0.003585543	-0.433545605
7.38	-0.006450519	-0.412053995
7.392	-0.010267213	-0.390568558
7.404	-0.015098803	-0.369171352
7.416	-0.021003878	-0.347941292
7.428	-0.028036189	-0.326953888
7.44	-0.036244418	-0.306280998
7.452	-0.045671976	-0.28599059
7.464	-0.056356804	-0.266146533
7.476	-0.06833121	-0.2468084
7.488	-0.081621716	-0.228031287
7.5	-0.096248934	-0.209865661
7.512	-0.112227457	-0.192357219
7.524	-0.12956578	-0.175546774
7.536	-0.148266239	-0.159470157
7.548	-0.168324969	-0.144158144
7.56	-0.189731898	-0.129636402
7.572	-0.21247075	-0.11592546
7.584	-0.236519077	-0.103040694
7.596	-0.261848319	-0.090992345
7.608	-0.288423878	-0.079785547
7.62	-0.316205219	-0.069420383
7.632	-0.345145993	-0.05989196
7.644	-0.375194184	-0.051190503
7.656	-0.406292271	-0.043301473
7.668	-0.438377418	-0.036205702
7.68	-0.471381678	-0.029879543
7.692	-0.50523222	-0.024295047
7.704	-0.539851574	-0.019420151
7.716	-0.575157894	-0.015218884
7.728	-0.611065233	-0.011651589
7.74	-0.647483842	-0.008675164
7.752	-0.684320476	-0.006243306
7.764	-0.721478717	-0.004306784
7.776	-0.758859313	-0.002813708
7.788	-0.796360516	-0.00170982
7.8	-0.833878449	-0.000938788
7.812	-0.87130746	-0.000442512
7.824	-0.908540504	-0.000161436
7.836	-0.945469514	-3.48643E-05
7.848	-0.981985786	-1.28405E-06
7.86	-1.017980369	1.30785E-06
7.872	-1.053344446	3.50783E-05
7.884	-1.087969731	0.00016203
7.896	-1.121748849	0.000443672
7.908	-1.154575725	0.000940699
7.92	-1.186345969	0.001712662
7.932	-1.216957244	0.002817656
7.944	-1.246309647	0.004312008
7.956	-1.274306062	0.006249968
7.968	-1.30085252	0.008683419
7.98	-1.32585854	0.011661585
7.992	-1.349237459	0.015230756
8.004	-1.370906754	0.019434026
8.016	-1.390788344	0.024311041
8.028	-1.408808883	0.02989776
8.04	-1.42490003	0.036226234
8.052	-1.43899871	0.0433244
8.064	-1.45104735	0.05121589
8.076	-1.460994098	0.059919858
8.088	-1.468793027	0.06945083
8.1	-1.474404313	0.079818566
8.112	-1.477794391	0.091027943
8.124	-1.478936097	0.103078862
8.136	-1.47780878	0.115966175
8.148	-1.474398396	0.129679625
8.16	-1.468697577	0.14420382
8.172	-1.460705675	0.159518215
8.184	-1.450428791	0.175597128
8.196	-1.437879768	0.192409767
8.208	-1.423078172	0.209920285
8.22	-1.406050243	0.228087855
8.232	-1.386828822	0.246866765
8.244	-1.365453264	0.266206533
8.256	-1.341969315	0.286052049
8.268	-1.316428978	0.306343728
8.28	-1.28889035	0.327017687
8.292	-1.259417445	0.348005944
8.304	-1.228079985	0.369236633
8.316	-1.194953185	0.390634232
8.328	-1.160117509	0.412119814
8.34	-1.123658411	0.433611314
8.352	-1.085666057	0.455023809
8.364	-1.046235035	0.476269808
8.376	-1.005464044	0.497259564
8.388	-0.963455575	0.517901391
8.4	-0.920315572	0.538101997
8.412	-0.876153084	0.557766818
8.424	-0.831079912	0.576800373
8.436	-0.785210235	0.595106614
8.448	-0.738660238	0.61258929
8.46	-0.691547731	0.629152312
8.472	-0.643991755	0.644700121
8.484	-0.596112198	0.659138061
8.496	-0.548029394	0.672372748
8.508	-0.499863729	0.684312442
8.52	-0.451735248	0.694867414
8.532	-0.403763258	0.703950311
8.544	-0.356065935	0.711476516
8.556	-0.308759942	0.717364499
8.568	-0.261960044	0.721536165
8.58	-0.215778737	0.723917191
8.592	-0.170325876	0.724437348
8.604	-0.125708326	0.72303082
8.616	-0.082029614	0.719636503
8.628	-0.039389595	0.714198298
8.64	0.00211587	0.706665375
8.652	0.042395213	0.69699244
8.664	0.081361454	0.685139968
8.676	0.118932473	0.671074429
8.688	0.155031266	0.654768487
8.7	0.189586181	0.636201186
8.712	0.222531139	0.615358111
8.724	0.25380583	0.592231531
8.736	0.283355891	0.566820516
8.748	0.311133064	0.539131034
8.76	0.337095327	0.509176029
8.772	0.361207011	0.476975465
8.784	0.383438885	0.442556359
8.796	0.403768226	0.405952782
8.808	0.422178858	0.367205837
8.82	0.438661177	0.326363618
8.832	0.453212147	0.283481138
8.844	0.46583527	0.238620237
8.856	0.476540538	0.191849468
8.868	0.485344362	0.143243956
8.88	0.492269472	0.092885233
8.892	0.497344806	0.040861058
8.904	0.500605362	-0.012734793
8.916	0.502092043	-0.067802758
8.928	0.501851473	-0.124237733
8.94	0.499935792	-0.181929347
8.952	0.496402441	-0.240762246
8.964	0.491313914	-0.300616402
8.976	0.484737508	-0.361367438
8.988	0.476745042	-0.422886967
9	0.467412572	-0.485042945
9.012	0.456820082	-0.547700048
9.024	0.445051169	-0.610720048
9.036	0.432192711	-0.673962207
9.048	0.418334524	-0.737283687
9.06	0.403569013	-0.800539957
9.072	0.387990809	-0.863585219
9.084	0.371696401	-0.926272832
9.096	0.354783765	-0.988455747
9.108	0.337351986	-1.049986938
9.12	0.31950087	-1.110719845
9.132	0.30133057	-1.170508809
9.144	0.282941195	-1.229209507
9.156	0.264432429	-1.286679393
9.168	0.245903153	-1.342778122
9.18	0.227451066	-1.39736798
9.192	0.20917231	-1.450314297
9.204	0.191161112	-1.501485867
9.216	0.173509419	-1.550755339
9.228	0.156306556	-1.597999613
9.24	0.139638881	-1.643100216
9.252	0.123589465	-1.685943667
9.264	0.108237772	-1.726421826
9.276	0.093659365	-1.764432227
9.288	0.079925614	-1.799878398
9.3	0.067103434	-1.832670155
9.312	0.055255027	-1.862723885
9.324	0.044437651	-1.889962805
9.336	0.034703403	-1.914317199
9.348	0.026099025	-1.935724636
9.36	0.018665724	-1.954130163
9.372	0.012439023	-1.969486478
9.384	0.007448621	-1.981754075
9.396	0.003718288	-1.990901372
9.408	0.001265769	-1.996904801
9.42	0.000102724	-1.999748891
9.432	0.000234677	-1.999426308
9.444	0.001661002	-1.995937886
9.456	0.004374921	-1.989292616
9.468	0.008363533	-1.979507625
9.48	0.013607857	-1.966608118
9.492	0.02008291	-1.950627301
9.504	0.027757796	-1.931606278
9.516	0.036595823	-1.909593923
9.528	0.046554642	-1.884646725
9.54	0.057586407	-1.856828617
9.552	0.069637953	-1.826210771
9.564	0.082650997	-1.792871383
9.576	0.096562357	-1.756895425
9.588	0.11130419	-1.718374385
9.6	0.126804249	-1.67740598
9.612	0.142986154	-1.63409386
9.624	0.159769681	-1.588547278
9.636	0.177071063	-1.540880761
9.648	0.194803312	-1.491213756
9.66	0.21287654	-1.439670259
9.672	0.231198308	-1.386378438
9.684	0.249673969	-1.331470238
9.696	0.268207034	-1.275080981
9.708	0.286699534	-1.217348952
9.72	0.305052393	-1.158414979
9.732	0.323165809	-1.098422006
9.744	0.340939633	-1.037514662
9.756	0.358273753	-0.975838825
9.768	0.375068477	-0.913541187
9.78	0.391224916	-0.850768812
9.792	0.406645367	-0.787668702
9.804	0.421233687	-0.724387362
9.816	0.43489567	-0.661070366
9.828	0.44753941	-0.597861934
